StrandDiameter,Strands,A,AirGap,B,C,Current,D,E,Frequency,phi_A,phi_B,Turns,StrandedLossAC,CoreLoss,L,CoreType
0.2,350,40.5,0.699,39.8,29.5,13.35,28.0,28.0,53,14.9,37.0,6,732.7590373791601,831.784,13.8039070304205,PQ40/40
0.086,200,35.1,1.401,34.8,25.0,6.15,26.0,23.5,482,14.3,32.0,7,612.992067199813,1729.35,9.85457811024693,PQ35/35
0.112,120,20.5,0.716,16.2,10.3,3.62,14.0,12.5,279,8.8,18.0,12,1062.64019921149,591.9649999999999,20.1193342005682,PQ20/16
0.106,500,32.0,0.508,20.5,11.5,4.97,22.0,19.0,317,13.4,27.5,6,1037.79557126076,1355.68,14.5557020363057,PQ32/20
0.178,10,26.5,1.007,24.8,16.1,2.2,19.0,15.5,111,12.0,22.5,41,1450.5924408595201,764.818,312.094702739774,PQ26/25
0.2,40,26.5,0.605,24.8,16.1,3.77,19.0,15.5,65,12.0,22.5,20,909.57998338807,537.211,113.84338441937001,PQ26/25
0.174,30,32.0,2.152,30.4,21.3,4.25,22.0,19.0,116,13.4,27.5,45,10777.1834125903,1934.24,255.135965234663,PQ32/30
0.116,150,40.5,1.259,39.8,29.5,2.07,28.0,28.0,263,14.9,37.0,38,4805.6875782429,4406.43,345.789513863827,PQ40/40
0.2,50,50.0,0.513,50.0,36.1,7.35,32.5,31.5,57,20.0,44.0,9,408.712498350874,2273.42,68.8011036325679,PQ50/50
0.2,10,20.5,0.81,16.2,10.3,2.47,14.0,12.5,88,8.8,18.0,42,2019.80430177215,514.291,222.726127298326,PQ20/16
0.18,30,32.0,2.17,20.5,11.5,4.03,22.0,19.0,109,13.4,27.5,48,18219.0526858601,1012.59,273.679253801469,PQ32/20
0.174,50,50.0,1.932,40.0,26.1,12.72,32.0,31.5,117,20.0,44.0,14,5628.46016386083,5054.8,54.7390471134498,PQ50/40
0.069,500,35.1,0.192,34.8,25.0,1.49,26.0,23.5,36,14.3,32.0,15,13.6912037472755,213.784,238.534193316106,PQ35/35
0.125,180,50.0,1.308,50.0,36.1,2.83,32.5,31.5,227,20.0,44.0,43,16187.836563014902,18343.699999999997,719.631087879364,PQ50/50
0.128,600,65.0,1.783,60.0,42.0,6.6,45.0,40.8,217,26.0,55.0,23,42348.751119688204,24704.6,255.710937017621,PQ65/60
0.108,180,20.5,0.412,20.2,14.3,3.63,14.0,12.5,302,8.8,18.0,7,264.873436997685,720.017,10.9646794586722,PQ20/20
0.141,500,65.0,2.318,60.0,42.0,9.91,45.0,40.8,178,26.0,55.0,22,66659.6879235353,25274.9,189.434288780174,PQ65/60
0.2,20,40.5,1.584,39.8,29.5,2.01,28.0,28.0,46,14.9,37.0,95,2959.67584768596,1131.06,1811.9757824995102,PQ40/40
0.1,10,32.0,2.472,20.5,11.5,4.14,22.0,19.0,354,13.4,27.5,36,7333.02217829176,3395.52,138.25374427263,PQ32/20
0.08,30,20.5,2.4,16.2,10.3,1.27,14.0,12.5,554,8.8,18.0,54,2587.68805576767,512.463,151.161525335638,PQ20/16
0.2,150,32.0,0.201,20.5,11.5,2.95,22.0,19.0,22,13.4,27.5,8,23.9068569466101,48.0191,58.9526053789343,PQ32/20
0.2,40,40.5,2.393,30.3,20.0,14.7,28.0,28.0,59,14.9,37.0,19,7002.727782774419,1502.74,51.4071895420988,PQ40/30
0.087,350,35.1,1.709,34.8,25.0,2.02,26.0,23.5,464,14.3,32.0,25,3789.34791961878,1658.55,107.707051556447,PQ35/35
0.106,600,50.0,2.358,40.0,26.1,12.42,32.0,31.5,312,20.0,44.0,12,26266.6727956593,12695.4,34.2420616843471,PQ50/40
0.124,40,32.0,1.859,20.5,11.5,2.2,22.0,19.0,230,13.4,27.5,72,25036.352210855,3326.48,700.424119726485,PQ32/20
0.101,80,40.5,2.408,39.8,29.5,1.27,28.0,28.0,348,14.9,37.0,110,21862.4856100346,9209.95,1769.17655619715,PQ40/40
0.075,200,16.4,0.302,11.6,6.7,0.73,11.2,9.6,476,7.0,14.4,12,58.6218577037955,71.9949,27.2322339916407,PQ16/11.6
0.127,20,50.0,2.099,50.0,36.1,1.66,32.5,31.5,218,20.0,44.0,108,10297.2929961494,17780.8,3116.45868750816,PQ50/50
0.077,400,26.5,1.998,20.2,11.5,4.59,19.0,15.5,595,12.0,22.5,13,6708.11233926022,947.365,17.3148165575222,PQ26/20
0.184,300,65.0,1.592,60.0,42.0,6.41,45.0,40.8,104,26.0,55.0,21,15119.7162106301,5965.51,233.948805600453,PQ65/60
0.115,600,50.0,2.021,50.0,36.1,11.9,32.5,31.5,268,20.0,44.0,10,11680.099319905,9538.1,27.4963275211156,PQ50/50
0.122,350,40.5,0.915,30.3,20.0,7.83,28.0,28.0,238,14.9,37.0,11,5463.71097830877,6704.84,36.8937411247124,PQ40/30
0.085,500,26.5,1.46,20.2,11.5,4.83,19.0,15.5,493,12.0,22.5,9,3344.12481673082,574.661,10.8045993787225,PQ26/20
0.142,150,40.5,1.646,39.8,29.5,8.51,28.0,28.0,175,14.9,37.0,17,7428.10705804735,5973.73,56.345846150205,PQ40/40
0.055,500,65.0,1.193,60.0,42.0,0.91,45.0,40.8,487,26.0,55.0,40,642.722056476874,5948.7300000000005,1076.41438125009,PQ65/60
0.116,10,32.0,2.157,20.5,11.5,0.61,22.0,19.0,263,13.4,27.5,203,10675.5915737103,1637.32,4920.44653256205,PQ32/20
0.073,200,32.0,0.302,30.4,21.3,0.55,22.0,19.0,218,13.4,27.5,48,171.079508239247,2383.94,1467.0366955683498,PQ32/30
0.157,150,40.5,0.973,30.3,20.0,7.27,28.0,28.0,144,14.9,37.0,13,3438.14588731093,2976.85,49.0097747663613,PQ40/30
0.2,250,40.5,0.6,30.3,20.0,10.16,28.0,28.0,83,14.9,37.0,7,1518.00826312506,1460.2,21.2362914804339,PQ40/30
0.092,10,26.5,2.039,20.2,11.5,0.77,19.0,15.5,413,12.0,22.5,76,1257.3313350764702,440.879,581.833537635858,PQ26/20
0.086,200,32.0,2.038,20.5,11.5,3.4,22.0,19.0,478,13.4,27.5,17,3889.74211827584,727.377,36.163528942671505,PQ32/20
0.08,400,26.5,1.512,20.2,11.5,3.58,19.0,15.5,555,12.0,22.5,12,3459.42122462774,643.796,18.6355374844078,PQ26/20
0.155,100,26.5,0.383,24.8,16.1,3.11,19.0,15.5,147,12.0,22.5,11,438.621249622929,867.1809999999999,50.9611091908801,PQ26/25
0.12,350,26.5,0.637,24.8,16.1,7.01,19.0,15.5,246,12.0,22.5,8,2887.32282296619,2590.49,17.4153140811142,PQ26/25
0.08,250,32.0,1.267,30.4,21.3,1.24,22.0,19.0,523,13.4,27.5,31,2321.10223109462,1345.41,183.940329996316,PQ32/30
0.158,180,40.5,1.402,39.8,29.5,9.59,28.0,28.0,142,14.9,37.0,14,6421.16662010864,4613.25,43.2090224964625,PQ40/40
0.149,40,40.5,1.678,39.8,29.5,2.1,28.0,28.0,158,14.9,37.0,68,7522.61261045664,4645.37,888.26892610484,PQ40/40
0.171,500,50.0,1.066,50.0,36.1,14.51,32.5,31.5,120,20.0,44.0,7,5083.723928065169,5514.38,22.5220936402413,PQ50/50
0.2,10,32.0,1.666,30.4,21.3,1.52,22.0,19.0,46,13.4,27.5,128,3422.37522729536,615.925,2526.72225371348,PQ32/30
0.095,500,35.1,1.298,34.8,25.0,5.76,26.0,23.5,389,14.3,32.0,13,6354.27020036862,6054.179999999999,36.1223906865924,PQ35/35
0.12,500,40.5,0.942,39.8,29.5,8.72,28.0,28.0,247,14.9,37.0,10,5284.437966814,9277.28,30.0760239457212,PQ40/40
0.117,120,35.1,1.305,34.8,25.0,2.73,26.0,23.5,257,14.3,32.0,28,3486.8520222151196,2938.13,166.907930586837,PQ35/35
0.084,40,16.4,1.839,11.6,6.7,1.19,11.2,9.6,500,7.0,14.4,48,2870.4491370322003,200.395,96.4388954768753,PQ16/11.6
0.087,120,20.5,1.893,16.2,10.3,2.67,14.0,12.5,464,8.8,18.0,22,3063.47790488902,404.508,30.5422836927499,PQ20/16
0.118,150,26.5,0.948,20.2,11.5,3.35,19.0,15.5,254,12.0,22.5,16,2838.6523451226703,790.6450000000001,49.0978210456034,PQ26/20
0.099,500,32.0,1.195,30.4,21.3,6.18,22.0,19.0,363,13.4,27.5,11,5814.06068774383,3499.95,24.286747046239203,PQ32/30
0.106,300,35.1,2.194,34.8,25.0,10.11,26.0,23.5,315,14.3,32.0,13,11369.6192643186,6253.7,24.0238966395544,PQ35/35
0.083,250,26.5,1.138,24.8,16.1,2.45,19.0,15.5,508,12.0,22.5,14,1292.7621397984099,738.3870000000001,32.8543937861435,PQ26/25
0.094,80,50.0,1.75,50.0,36.1,5.27,32.5,31.5,398,20.0,44.0,20,3350.29865128428,19383.9,123.146575887988,PQ50/50
0.18,100,50.0,1.905,50.0,36.1,4.67,32.5,31.5,109,20.0,44.0,39,17701.8877594357,6288.33,438.17739577752,PQ50/50
0.105,10,26.5,1.727,20.2,11.5,5.25,19.0,15.5,318,12.0,22.5,19,3812.6258789623703,1625.22,41.808714180267,PQ26/20
0.084,40,65.0,1.699,60.0,42.0,3.32,45.0,40.8,502,26.0,55.0,16,1197.03322914044,7889.89,128.626943965534,PQ65/60
0.095,250,32.0,1.864,30.4,21.3,5.42,22.0,19.0,395,13.4,27.5,22,17108.6206668877,7181.68,68.2306281601161,PQ32/30
0.139,180,40.5,0.492,39.8,29.5,3.58,28.0,28.0,183,14.9,37.0,12,575.506488410344,3411.63,73.7496576269285,PQ40/40
0.116,40,20.5,2.266,20.2,14.3,3.4,14.0,12.5,261,8.8,18.0,42,9069.99214314513,1468.87,100.704314153558,PQ20/20
0.131,150,40.5,2.325,39.8,29.5,14.36,28.0,28.0,207,14.9,37.0,14,11860.2741973621,9872.72,29.4290311103187,PQ40/40
0.151,500,35.1,0.705,34.8,25.0,9.92,26.0,23.5,154,14.3,32.0,6,1906.65691711638,2199.25,12.606924179922899,PQ35/35
0.093,60,32.0,1.486,20.5,11.5,5.07,22.0,19.0,405,13.4,27.5,9,736.934083553559,573.8919999999999,13.1709533005238,PQ32/20
0.174,30,20.5,0.912,20.2,14.3,3.36,14.0,12.5,116,8.8,18.0,23,1357.79277016588,422.117,61.9090188115614,PQ20/20
0.096,40,50.0,1.784,40.0,26.1,2.97,32.0,31.5,383,20.0,44.0,37,4132.18745334306,14940.8,407.48286977896,PQ50/40
0.2,600,65.0,1.373,60.0,42.0,19.43,45.0,40.8,85,26.0,55.0,9,20460.573323905,11023.5,48.6128744134745,PQ65/60
0.133,350,50.0,1.702,40.0,26.1,9.41,32.0,31.5,201,20.0,44.0,17,26963.933793276,13432.5,89.4970902011641,PQ50/40
0.102,200,26.5,2.413,20.2,11.5,7.74,19.0,15.5,336,12.0,22.5,18,23556.1867241113,2066.13,28.304745043804303,PQ26/20
0.09,150,26.5,0.936,20.2,11.5,2.31,19.0,15.5,438,12.0,22.5,12,595.732975164922,380.092,27.9038607109555,PQ26/20
0.145,200,35.1,1.851,34.8,25.0,11.04,26.0,23.5,169,14.3,32.0,16,17400.5709789594,5981.3,41.484502436969,PQ35/35
0.095,200,32.0,1.767,30.4,21.3,3.77,22.0,19.0,392,13.4,27.5,29,15089.4497652864,6270.5,123.675117013985,PQ32/30
0.2,350,50.0,1.157,50.0,36.1,15.01,32.5,31.5,25,20.0,44.0,9,818.223191979607,548.024,34.8419799608059,PQ50/50
0.2,80,40.5,1.477,30.3,20.0,11.83,28.0,28.0,78,14.9,37.0,16,7175.309179836,2420.84,53.1087206302739,PQ40/30
0.085,200,32.0,0.811,30.4,21.3,1.33,22.0,19.0,490,13.4,27.5,19,573.204844055589,1012.94,99.27290554878,PQ32/30
0.147,30,20.5,0.551,16.2,10.3,1.85,14.0,12.5,164,8.8,18.0,27,846.440197857201,565.762,126.745892128932,PQ20/16
0.137,60,40.5,1.008,39.8,29.5,4.62,28.0,28.0,187,14.9,37.0,20,1741.10310057021,5622.79,114.146622771531,PQ40/40
0.087,350,26.5,0.245,24.8,16.1,1.63,19.0,15.5,123,12.0,22.5,14,64.761312889481,605.263,121.995835161812,PQ26/25
0.105,150,50.0,1.757,40.0,26.1,5.29,32.0,31.5,320,20.0,44.0,20,6173.15281413139,10080.3,120.60574555932101,PQ50/40
0.105,200,32.0,1.135,30.4,21.3,4.77,22.0,19.0,321,13.4,27.5,15,3553.01724274057,3580.35,47.061105511498795,PQ32/30
0.091,200,20.5,1.374,16.2,10.3,3.23,14.0,12.5,422,8.8,18.0,12,1283.25158702788,225.728,11.8048259114758,PQ20/16
0.094,80,16.4,0.721,11.6,6.7,2.53,11.2,9.6,399,7.0,14.4,17,1371.1237701097,498.09,26.2809304171569,PQ16/11.6
0.087,350,26.5,1.845,20.2,11.5,4.28,19.0,15.5,464,12.0,22.5,13,5146.33237945819,592.06,18.5213217355087,PQ26/20
0.077,120,40.5,1.36,30.3,20.0,3.24,28.0,28.0,597,14.9,37.0,13,694.583090338463,2350.11,37.3989005974751,PQ40/30
0.114,80,26.5,2.305,24.8,16.1,4.82,19.0,15.5,272,12.0,22.5,28,11691.044409206,1995.35,74.0574772341107,PQ26/25
0.136,500,65.0,1.344,60.0,42.0,5.0,45.0,40.8,102,26.0,55.0,24,6612.03511166802,6139.69,351.454340367966,PQ65/60
0.138,200,40.5,2.213,30.3,20.0,11.17,28.0,28.0,185,14.9,37.0,17,21507.4616540873,5327.27,43.6958281938205,PQ40/30
0.085,30,50.0,1.882,40.0,26.1,5.59,32.0,31.5,490,20.0,44.0,10,1916.15707650225,3457.24,28.5022709359882,PQ50/40
0.121,180,40.5,2.304,30.3,20.0,7.02,28.0,28.0,240,14.9,37.0,28,33325.0022910354,8660.08,114.867140542757,PQ40/30
0.101,40,20.5,2.195,20.2,14.3,2.33,14.0,12.5,344,8.8,18.0,55,9559.39307932378,1958.1,177.177990750205,PQ20/20
0.081,150,32.0,1.168,30.4,21.3,0.75,22.0,19.0,539,13.4,27.5,45,1743.78890686859,1193.05,413.45261115524903,PQ32/30
0.2,20,20.5,0.229,16.2,10.3,2.43,14.0,12.5,86,8.8,18.0,12,117.74941930954199,303.025,53.2684594421019,PQ20/16
0.2,120,40.5,0.659,30.3,20.0,8.26,28.0,28.0,51,14.9,37.0,9,496.649055942184,552.592,32.4363776616238,PQ40/30
0.127,100,26.5,0.735,20.2,11.5,6.26,19.0,15.5,219,12.0,22.5,10,1774.87965983215,1598.32,23.827115498724,PQ26/20
0.151,60,26.5,1.251,24.8,16.1,6.23,19.0,15.5,154,12.0,22.5,19,5254.25488244682,1779.11,56.0791706280647,PQ26/25
0.145,80,20.5,0.53,20.2,14.3,3.54,14.0,12.5,167,8.8,18.0,13,706.927505976232,666.648,30.7030625330201,PQ20/20
0.194,40,32.0,1.717,30.4,21.3,5.86,22.0,19.0,94,13.4,27.5,36,14451.840480615,2620.88,195.077843529195,PQ32/30
0.112,180,32.0,2.051,30.4,21.3,5.0,22.0,19.0,283,13.4,27.5,24,13295.5671986781,3270.95,75.3334845067875,PQ32/30
0.1,180,26.5,1.106,24.8,16.1,4.22,19.0,15.5,355,12.0,22.5,16,4277.43359046495,2464.13,43.96930232658,PQ26/25
0.105,40,20.5,2.166,20.2,14.3,2.57,14.0,12.5,321,8.8,18.0,49,8408.49073442536,1690.57,142.1516280877,PQ20/20
0.099,600,50.0,2.307,50.0,36.1,8.71,32.5,31.5,363,20.0,44.0,16,25115.7124862749,19449.5,63.4939008860638,PQ50/50
0.096,50,16.4,0.29,11.6,6.7,0.59,11.2,9.6,381,7.0,14.4,28,208.475060155206,284.748,153.834743587802,PQ16/11.6
0.093,350,26.5,2.057,20.2,11.5,4.54,19.0,15.5,410,12.0,22.5,13,5739.79511143866,433.769,16.8961944361346,PQ26/20
0.124,30,32.0,1.314,30.4,21.3,1.68,22.0,19.0,231,13.4,27.5,74,8093.93811156999,6099.74,1019.5280811285901,PQ32/30
0.09,40,32.0,2.288,20.5,11.5,4.59,22.0,19.0,440,13.4,27.5,15,1688.84693553077,771.644,25.5732713490256,PQ32/20
0.123,80,35.1,0.763,34.8,25.0,8.89,26.0,23.5,233,14.3,32.0,8,1032.60343535297,6306.18,21.012514498772802,PQ35/35
0.118,120,40.5,1.859,39.8,29.5,2.1,28.0,28.0,252,14.9,37.0,52,9670.4622672114,4445.88,479.984408783976,PQ40/40
0.086,120,40.5,1.211,39.8,29.5,0.64,28.0,28.0,478,14.9,37.0,59,1384.95464775343,2041.56,857.983472895615,PQ40/40
0.121,120,26.5,1.186,20.2,11.5,5.11,19.0,15.5,240,12.0,22.5,22,13273.6778666797,2974.0099999999998,76.8365390796685,PQ26/20
0.086,250,20.5,1.141,20.2,14.3,3.14,14.0,12.5,482,8.8,18.0,11,999.5681949633221,432.227,11.8499325800758,PQ20/20
0.118,150,40.5,2.303,39.8,29.5,14.88,28.0,28.0,253,14.9,37.0,9,3976.32925403928,5035.55,12.2548357417792,PQ40/40
0.142,40,32.0,1.652,30.4,21.3,2.18,22.0,19.0,176,13.4,27.5,68,13325.2510590769,3640.82,717.049119719781,PQ32/30
0.12,350,40.5,0.664,39.8,29.5,4.23,28.0,28.0,246,14.9,37.0,14,2386.72709427216,7071.09,78.3115246053029,PQ40/40
0.08,80,20.5,1.88,20.2,14.3,1.18,14.0,12.5,557,8.8,18.0,45,2808.01961380394,631.068,133.97034625146298,PQ20/20
0.111,50,20.5,1.959,20.2,14.3,3.61,14.0,12.5,288,8.8,18.0,34,7187.11126343801,1588.6499999999999,74.080972573955,PQ20/20
0.1,30,16.4,0.829,11.6,6.7,1.29,11.2,9.6,354,7.0,14.4,37,1401.11833619855,394.351,110.935481472531,PQ16/11.6
0.087,500,40.5,1.42,39.8,29.5,1.83,28.0,28.0,468,14.9,37.0,24,3123.63424288873,2122.48,125.486051931497,PQ40/40
0.097,300,40.5,2.127,39.8,29.5,12.13,28.0,28.0,377,14.9,37.0,11,8101.305624221381,12036.099999999999,19.4103747144226,PQ40/40
0.081,300,35.1,2.12,34.8,25.0,2.42,26.0,23.5,532,14.3,32.0,25,4461.38883962639,2208.96,91.14161392077399,PQ35/35
0.169,150,50.0,1.221,50.0,36.1,4.41,32.5,31.5,124,20.0,44.0,24,5761.99607395219,4882.61,236.927944490691,PQ50/50
0.2,120,50.0,1.717,40.0,26.1,13.83,32.0,31.5,24,20.0,44.0,14,1479.2867534055501,438.715,60.24937447417,PQ50/40
0.113,600,40.5,2.051,39.8,29.5,11.43,28.0,28.0,276,14.9,37.0,11,13521.4181475356,6265.62,19.9529420058587,PQ40/40
0.089,200,26.5,1.491,24.8,16.1,1.57,19.0,15.5,450,12.0,22.5,27,3042.69087853243,588.936,98.0586879341042,PQ26/25
0.2,30,26.5,1.631,24.8,16.1,7.27,19.0,15.5,20,12.0,22.5,28,1345.21661216769,97.3323,98.2270486928692,PQ26/25
0.133,180,40.5,1.957,30.3,20.0,7.7,28.0,28.0,200,14.9,37.0,23,23200.3567292229,6569.05,88.0092072163023,PQ40/30
0.156,600,65.0,1.058,60.0,42.0,11.23,45.0,40.8,145,26.0,55.0,9,7477.69385670843,12583.0,60.3970497385412,PQ65/60
0.085,50,40.5,2.336,30.3,20.0,8.29,28.0,28.0,493,14.9,37.0,9,2119.7964098021,2455.58,11.7394623100548,PQ40/30
0.104,80,20.5,1.275,20.2,14.3,3.4,14.0,12.5,326,8.8,18.0,24,3821.64969919864,1622.06,51.7199455549467,PQ20/20
0.08,300,26.5,1.224,20.2,11.5,4.4,19.0,15.5,551,12.0,22.5,8,1223.23375183644,597.523,9.89219328556147,PQ26/20
0.078,100,32.0,2.393,30.4,21.3,0.91,22.0,19.0,584,13.4,27.5,83,9735.89275870371,2637.34,797.912121876471,PQ32/30
0.117,500,40.5,1.951,39.8,29.5,9.14,28.0,28.0,260,14.9,37.0,13,12188.2792855108,5328.42,28.9342432716537,PQ40/40
0.085,40,16.4,2.118,11.6,6.7,1.28,11.2,9.6,483,7.0,14.4,48,3122.08672236739,166.942,85.66513659465491,PQ16/11.6
0.088,300,26.5,1.806,24.8,16.1,3.42,19.0,15.5,455,12.0,22.5,15,3501.83012429069,653.23,25.909357284387198,PQ26/25
0.102,100,32.0,1.621,30.4,21.3,2.57,22.0,19.0,340,13.4,27.5,37,7464.46316111014,4035.79,215.48847108703902,PQ32/30
0.134,80,50.0,2.497,50.0,36.1,14.42,32.5,31.5,196,20.0,44.0,16,11626.7164625329,19862.1,59.7573467070228,PQ50/50
0.108,50,35.1,1.115,34.8,25.0,0.84,26.0,23.5,305,14.3,32.0,80,3277.1026354461,3975.66,1543.24258435673,PQ35/35
0.106,200,32.0,2.062,20.5,11.5,5.87,22.0,19.0,317,13.4,27.5,20,18874.0309737737,2184.54,49.5655137684418,PQ32/20
0.093,600,50.0,1.168,50.0,36.1,1.41,32.5,31.5,408,20.0,44.0,24,2290.00867646409,2344.89,245.234186172127,PQ50/50
0.121,250,40.5,0.81,39.8,29.5,4.12,28.0,28.0,241,14.9,37.0,17,2909.13853707356,6941.39,98.23636214841599,PQ40/40
0.108,60,26.5,2.223,24.8,16.1,2.36,19.0,15.5,302,12.0,22.5,61,21455.1179959187,3081.35,361.714566536209,PQ26/25
0.1,400,50.0,2.238,50.0,36.1,4.88,32.5,31.5,354,20.0,44.0,29,31195.1562729459,20551.1,213.536293068552,PQ50/50
0.094,200,26.5,1.844,20.2,11.5,4.81,19.0,15.5,398,12.0,22.5,22,18017.0647388635,2493.38,53.077682252931595,PQ26/20
0.064,500,32.0,0.462,30.4,21.3,1.0,22.0,19.0,356,13.4,27.5,26,347.720514882339,2128.5699999999997,298.166564070778,PQ32/30
0.165,40,26.5,1.132,24.8,16.1,2.88,19.0,15.5,129,12.0,22.5,38,5872.03655402246,1302.27,243.47277980059798,PQ26/25
0.102,20,16.4,2.437,11.6,6.7,2.02,11.2,9.6,336,7.0,14.4,68,10672.3228653329,522.136,152.484237956645,PQ16/11.6
0.198,30,32.0,1.08,30.4,21.3,2.77,22.0,19.0,90,13.4,27.5,44,4622.22685479415,1527.5,422.099869600487,PQ32/30
0.082,50,32.0,1.743,30.4,21.3,5.32,22.0,19.0,519,13.4,27.5,10,952.05179165172,1593.49,14.8582623698255,PQ32/30
0.151,300,35.1,0.898,34.8,25.0,7.7,26.0,23.5,154,14.3,32.0,10,3192.85113492159,2562.66,28.7419131439261,PQ35/35
0.088,250,26.5,2.363,20.2,11.5,4.22,19.0,15.5,460,12.0,22.5,18,9103.41746328465,772.2470000000001,28.8064971654775,PQ26/20
0.144,150,32.0,1.142,30.4,21.3,7.1,22.0,19.0,171,13.4,27.5,14,4840.11341614706,2633.89,40.85422861149,PQ32/30
0.1,20,35.1,2.419,34.8,25.0,2.81,26.0,23.5,351,14.3,32.0,49,4629.12032595116,7071.7,316.269911378454,PQ35/35
0.171,30,26.5,1.825,24.8,16.1,5.63,19.0,15.5,121,12.0,22.5,31,9058.63031267458,1410.78,109.788628599976,PQ26/25
0.2,50,35.1,0.961,34.8,25.0,4.06,26.0,23.5,24,14.3,32.0,29,472.372306307196,221.996,228.953703494395,PQ35/35
0.2,120,50.0,2.201,40.0,26.1,12.29,32.0,31.5,20,20.0,44.0,21,2245.85764896279,390.77,110.92114557851299,PQ50/40
0.087,500,107.0,2.451,87.0,56.0,11.57,70.0,72.5,465,41.0,93.7,6,1870.53282394533,18944.8,30.6070309378684,PQ107/87
0.193,250,50.0,0.849,40.0,26.1,16.46,32.0,31.5,95,20.0,44.0,6,2851.89719054372,4349.09,19.8640758604914,PQ50/40
0.103,120,20.5,0.501,16.2,10.3,2.42,14.0,12.5,332,8.8,18.0,12,482.410725599578,610.737,27.1046655608774,PQ20/16
0.142,400,65.0,2.402,60.0,42.0,12.41,45.0,40.8,175,26.0,55.0,17,38533.8392287986,20902.3,109.89558039215001,PQ65/60
0.2,40,107.0,1.519,87.0,56.0,6.93,70.0,72.5,56,41.0,93.7,26,3306.66813263874,13952.7,860.7186188860139,PQ107/87
0.099,20,32.0,0.763,20.5,11.5,1.2,22.0,19.0,358,13.4,27.5,41,962.478868038288,2507.61,478.66941962424505,PQ32/20
0.124,10,65.0,1.155,60.0,42.0,8.16,45.0,40.8,228,26.0,55.0,13,8874.28492207918,26828.6,117.029690884414,PQ65/60
0.086,500,32.0,1.873,20.5,11.5,5.65,22.0,19.0,477,13.4,27.5,10,5445.0929566943,825.51,13.4117189877188,PQ32/20
0.093,250,32.0,2.006,30.4,21.3,7.37,22.0,19.0,412,13.4,27.5,8,1639.78743091736,1036.06,8.508938975948348,PQ32/30
0.088,600,32.0,1.405,20.5,11.5,4.16,22.0,19.0,453,13.4,27.5,10,3659.58378507134,626.626,17.020611684686997,PQ32/20
0.2,180,50.0,2.164,50.0,36.1,16.0,32.5,31.5,32,20.0,44.0,16,3977.59310282878,1232.44,66.8397932838396,PQ50/50
0.091,50,35.1,1.533,34.8,25.0,4.77,26.0,23.5,427,14.3,32.0,10,679.750749496613,1527.88,18.758341891279898,PQ35/35
0.196,180,50.0,2.299,50.0,36.1,19.02,32.5,31.5,92,20.0,44.0,15,29983.8492149665,10036.3,56.000805347075804,PQ50/50
0.119,300,40.5,0.771,39.8,29.5,3.57,28.0,28.0,250,14.9,37.0,20,4238.80602883266,8636.32,141.51137957357798,PQ40/40
0.2,60,32.0,0.258,30.4,21.3,3.7,22.0,19.0,57,13.4,27.5,8,73.6943342299924,392.345,46.8190096696616,PQ32/30
0.106,30,20.5,0.78,16.2,10.3,2.43,14.0,12.5,315,8.8,18.0,19,628.460697374964,718.845,46.974659411836,PQ20/16
0.099,120,40.5,2.213,30.3,20.0,13.74,28.0,28.0,361,14.9,37.0,10,5444.31640207547,7884.86,15.0967002122687,PQ40/30
0.09,350,32.0,1.629,20.5,11.5,3.56,22.0,19.0,440,13.4,27.5,14,4356.85345839927,695.758,29.5358340849498,PQ32/20
0.2,60,65.0,1.757,60.0,42.0,8.46,45.0,40.8,57,26.0,55.0,26,5308.92156607815,5718.25,330.928126128945,PQ65/60
0.2,30,32.0,0.842,20.5,11.5,3.36,22.0,19.0,63,13.4,27.5,31,2125.2937941744003,579.23,251.735960385298,PQ32/20
0.085,200,26.5,2.457,20.2,11.5,7.44,19.0,15.5,491,12.0,22.5,10,4008.5518567157,752.855,8.60109818396326,PQ26/20
0.2,20,40.5,1.755,39.8,29.5,2.53,28.0,28.0,58,14.9,37.0,81,4478.26410637336,1706.1,1218.99130481713,PQ40/40
0.117,20,20.5,1.927,16.2,10.3,1.68,14.0,12.5,260,8.8,18.0,71,7136.93063112629,887.953,313.649198041115,PQ20/16
0.157,100,26.5,0.811,24.8,16.1,7.4,19.0,15.5,143,12.0,22.5,10,1886.41280189387,1161.08,22.2179632080476,PQ26/25
0.096,120,32.0,1.514,20.5,11.5,2.52,22.0,19.0,385,13.4,27.5,35,11766.3573914478,2903.11,196.06725744263198,PQ32/20
0.094,600,50.0,1.658,40.0,26.1,4.46,32.0,31.5,397,20.0,44.0,21,18969.0350854344,12263.6,139.411735939244,PQ50/40
0.158,50,40.5,1.531,30.3,20.0,2.84,28.0,28.0,141,14.9,37.0,50,9355.62775180282,3209.79,504.172470640344,PQ40/30
0.2,30,26.5,0.928,20.2,11.5,6.21,19.0,15.5,61,12.0,22.5,19,1932.62730315575,462.83,70.5860855312061,PQ26/20
0.2,180,40.5,0.361,30.3,20.0,4.38,28.0,28.0,76,14.9,37.0,10,488.887502029283,1104.96,66.86831147963339,PQ40/30
0.095,150,32.0,0.766,20.5,11.5,1.65,22.0,19.0,391,13.4,27.5,30,4126.49090915098,2968.7,255.44961011961698,PQ32/20
0.199,20,107.0,0.845,87.0,56.0,5.35,70.0,72.5,89,41.0,93.7,20,2274.92770452933,31133.8,843.608785645066,PQ107/87
